period,region,qty_bills,total_bills,qty_pays,total_pays,qty_pay_adjust,qty_sb,sb_total,qty_incs,total_incs,qty_pfs,total_pfs,pays_vs_bills,%_real_apparent_delinquency,bills_vs_qty_sbs,cost_per_prop,total_inc_per_prop,qty_pf_per_prop,totla_pf_per_prop
2022-05-01,Región de los Ríos,91.0,6917641,70,3951498,0,27,4362808,0,0,0,0,0.7692307692307693,57.12204492832166,0.2967032967032967,47942.945054945056,0.0,0.0,0.0
2022-05-01,Región del Bío Bío,5576.0,563754194,4741,288956199,358,993,276194774,0,0,1446,20752609,0.7860473457675753,51.25570719922662,0.17808464849354375,49532.778694404595,0.0,0.25932568149210905,3721.773493543759
2022-05-01,Región del Libertador General Bernardo O’Higgins,996.0,90067890,821,51121415,66,175,52813071,0,0,112,1003627,0.7580321285140562,56.75875719970791,0.1757028112449799,53025.17168674699,0.0,0.11244979919678715,1007.6576305220883
2022-05-01,Región del Maule,610.0,46466475,592,30323825,109,55,27095912,0,0,143,1614739,0.7918032786885246,65.25957693154044,0.09016393442622951,44419.527868852456,0.0,0.23442622950819672,2647.113114754098
2022-05-01,Santiago Metropolitan Region,2514.0,1421386495,2130,241069685,108,533,217602702,0,0,1367,46324746,0.8042959427207638,16.960178378506402,0.21201272871917262,86556.36515513127,0.0,0.5437549721559268,18426.708830548927
2022-05-01,Tarapacá,4615.0,892215447,4193,327321593,336,1176,322151617,1,10000,860,11738428,0.8357529794149512,36.686384897346436,0.25482123510292526,69805.33412784399,0.0031041284514179545,0.18634886240520043,2543.538028169014
2022-05-01,Valparaiso Region,1333.0,841626969,931,114489320,102,235,107002312,5,34055800,108,1497070,0.6219054763690923,13.603333093761638,0.17629407351837958,80271.80195048763,31.827162762613952,0.08102025506376594,1123.0832708177045
2022-05-01,Valparaíso,30992.0,5776219429,27006,2543830952,2436,7946,2481300534,10,34295128,9585,137015833,0.7927852348993288,44.039721538771204,0.25638874548270524,80062.61402942694,1.3821432563315605,0.3092733608673206,4421.006485544656
2022-05-01,Valparíso,192.0,51105466,193,30580506,29,57,26399606,0,0,0,0,0.8541666666666666,59.83803376335518,0.296875,137497.94791666666,0.0,0.0,0.0
2022-05-01,desconocido,5058.0,1786390909,3900,432950748,174,1018,427329919,0,0,1302,31260287,0.7366548042704626,24.23605862629253,0.20126532226176355,84485.94681692368,0.0,0.25741399762752076,6180.365164096481
2022-05-01,Ñuble,248.0,25245221,175,14532053,3,44,13438628,1,0,8,353691,0.6935483870967742,57.56358005342873,0.1774193548387097,54188.01612903226,0.0,0.03225806451612903,1426.1733870967741
2022-06-01,Antofagasta,7310.0,963753958,6728,483446834,958,1251,511053610,3,59537,3227,38295527,0.7893296853625171,50.162889603406434,0.17113543091655267,69911.57455540355,0.011649854112174259,0.4414500683994528,5238.7861833105335
2022-06-01,Araucania,428.0,234719160,144,8889474,10,36,9898462,0,0,96,968984,0.3130841121495327,3.7872809360769697,0.08411214953271028,23127.247663551403,0.0,0.22429906542056074,2263.9813084112147
2022-06-01,Araucanía,7524.0,1069070994,6210,503692854,802,1752,495781054,12,2402844,2028,42657839,0.7187666135034556,47.115005161200735,0.23285486443381181,65893.28203083466,0.48465829434458385,0.26953748006379585,5669.569245082403
2022-06-01,Arica y Parinacota,2330.0,293871480,2043,155223463,97,372,133413673,0,0,1140,15064815,0.8351931330472103,52.82018622562489,0.15965665236051502,57259.08712446352,0.0,0.4892703862660944,6465.585836909871
2022-06-01,Atacama,647.0,109259862,347,21355776,1,100,31824843,0,0,24,2351455,0.5347758887171561,19.545856647704717,0.1545595054095827,49188.319938176195,0.0,0.03709428129829984,3634.3972179289026
2022-06-01,Aysén,179.0,12087330,198,6328294,63,37,5964406,1,30000,3,132190,0.7541899441340782,52.354771483859544,0.20670391061452514,33320.703910614524,0.502983867966064,0.01675977653631285,738.4916201117319
2022-06-01,Bio Bio,358.0,21980317,319,14247951,0,81,15064580,0,0,2,10000,0.8910614525139665,64.82140817168379,0.22625698324022347,42079.832402234635,0.0,0.00558659217877095,27.932960893854748
2022-06-01,Bío Bío,13939.0,1347112610,12194,716352289,904,2654,649667871,2,306942,3094,24555085,0.8099576727168376,53.176867596837354,0.19040103307267378,46607.925317454625,0.04724598732696141,0.22196714254968075,1761.6102302891168
2022-06-01,Coquimbo,7236.0,2579685161,5786,731279078,295,1316,557424887,0,0,2131,72217058,0.7588446655610834,28.34760958645527,0.1818684355997789,77034.94845218353,0.0,0.29449972360420124,9980.24571586512
2022-06-01,Los Lagos,7635.0,979604582,5862,405135558,518,1399,400346547,2,148867,1453,16798923,0.6999345121152587,41.35705012453688,0.18323510150622135,52435.69705304519,0.0371845345277825,0.1903077930582842,2200.251866404715
2022-06-01,Los Ríos,1259.0,187163534,1020,98551642,61,292,92750347,0,0,69,1499053,0.7617156473391581,52.6553650135715,0.23193010325655283,73669.85464654487,0.0,0.05480540111199365,1190.669579030977
2022-06-01,Los Ríos Region,82.0,21751505,88,11445708,20,19,10364118,0,0,82,1129960,0.8292682926829268,52.620303744499516,0.23170731707317074,126391.68292682926,0.0,1.0,13780.0
2022-06-01,Los lagos,160.0,7879480,212,6362483,16,21,5059226,0,0,6,230072,1.225,80.74749856589521,0.13125,31620.1625,0.0,0.0375,1437.95
2022-06-01,Magallanes y la Antártica Chilena,44.0,16019229,33,15748463,0,45,15489181,0,0,1,529986,0.75,98.3097438709441,1.0227272727272727,352026.8409090909,0.0,0.022727272727272728,12045.136363636364
2022-06-01,Maule,2408.0,159538632,1911,80622323,59,303,91302816,0,0,296,1750450,0.7691029900332226,50.53467112592516,0.12583056478405316,37916.45182724253,0.0,0.12292358803986711,726.9310631229235
2022-06-01,O'Higgins,2187.0,494709759,1836,126383623,222,418,115924894,0,0,1153,16517368,0.7379972565157751,25.547024432158004,0.19112940100594422,53006.35299497028,0.0,0.5272062185642432,7552.523090992227
2022-06-01,RM,431.0,119549682,353,32235507,28,127,40594051,0,0,239,2836680,0.7540603248259861,26.9641093650086,0.29466357308584684,94185.73317865429,0.0,0.5545243619489559,6581.624129930395
2022-06-01,Región Metropolitana,268413.0,55124721549,247240,25822774152,25797,64325,25670643783,97,50204056,100553,1227729553,0.8250084757444685,46.84427136569988,0.2396493463431354,95638.6008986152,0.19556991411819163,0.3746204542999035,4574.031634086277
2022-06-01,Región de Antofagasta,3456.0,677799939,3093,253956301,295,459,216604144,0,0,834,18859398,0.8096064814814815,37.467737364313926,0.1328125,62674.81018518518,0.0,0.24131944444444445,5457.001736111111
2022-06-01,Región de Arica y Parinacota,600.0,65631247,556,39585642,43,121,36593113,0,0,1,57000,0.855,60.3152367347218,0.20166666666666666,60988.52166666667,0.0,0.0016666666666666668,95.0
2022-06-01,Región de Atacama,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2022-06-01,Región de Coquimbo,3327.0,555325437,3090,198204512,592,616,192586309,0,0,465,4758503,0.7508265704839194,35.69159609737092,0.18515178839795612,57885.87586414187,0.0,0.13976555455365194,1430.26840997896
2022-06-01,Región de Tarapacá,3286.0,463350779,2937,239943108,311,674,251246609,1,20000,660,16031222,0.7991479001825929,51.78433249164775,0.20511259890444308,76459.71059038345,0.007960306441389623,0.20085209981740718,4878.643335362142
2022-06-01,Región de Valparaíso,10734.0,1353842206,9899,685894057,1452,2223,668812656,2,576612,4864,31581349,0.7869386994596609,50.66277694403627,0.20709893795416434,62307.86808272778,0.0862142776197704,0.4531395565492827,2942.1789640395004
2022-06-01,Región de la Araucanía,1062.0,241273101,966,94786132,172,217,83924073,0,0,384,9041389,0.7476459510357816,39.28582656215788,0.20433145009416195,79024.55084745762,0.0,0.3615819209039548,8513.548964218457
2022-06-01,Región de los Lagos,1425.0,148057283,1133,83902886,82,269,81513766,1,70000,296,1463521,0.7375438596491228,56.66920552635023,0.1887719298245614,57202.642807017546,0.08587506556867952,0.20771929824561403,1027.0322807017544
2022-06-01,Región de los Ríos,91.0,8039734,76,4767603,4,29,5683295,0,0,0,0,0.7912087912087912,59.30050670830652,0.31868131868131866,62453.79120879121,0.0,0.0,0.0
2022-06-01,Región del Bío Bío,5602.0,578005614,5191,308599086,466,1033,272429802,0,0,1293,17985995,0.8434487682970367,53.39032675900619,0.1843984291324527,48630.81078186362,0.0,0.23081042484826847,3210.6381649410923
2022-06-01,Región del Libertador General Bernardo O’Higgins,996.0,90347076,832,49776239,42,174,48345725,0,0,68,1099806,0.7931726907630522,55.094465923833546,0.1746987951807229,48539.88453815261,0.0,0.06827309236947791,1104.2228915662652
2022-06-01,Región del Maule,610.0,45508415,702,31951129,193,55,25395291,0,0,3,334659,0.8344262295081967,70.20927667992831,0.09016393442622951,41631.624590163934,0.0,0.004918032786885246,548.6213114754098
2022-06-01,Santiago Metropolitan Region,2515.0,1477152055,1936,236365846,137,511,211177324,0,0,1414,106316990,0.7153081510934394,16.00145666791223,0.20318091451292247,83967.1268389662,0.0,0.5622266401590458,42273.157057654076
2022-06-01,Tarapacá,4820.0,952314850,3972,332445399,245,1187,342561094,3,83563,526,16234636,0.7732365145228216,34.909189854594835,0.24626556016597512,71070.76639004149,0.02439360495503322,0.10912863070539419,3368.181742738589
2022-06-01,Valparaiso Region,1336.0,838714630,865,95972097,53,233,95755820,3,24136507,98,1363666,0.6077844311377245,11.442759380505859,0.17440119760479042,71673.51796407186,25.206308086547637,0.07335329341317365,1020.7080838323353
2022-06-01,Valparaíso,32480.0,6219661174,27925,2753573679,2562,8361,2707144483,16,5974304,11086,210769475,0.7808805418719211,44.27208495714754,0.25741995073891627,83348.0444273399,0.2206865587528377,0.3413177339901478,6489.207974137931
2022-06-01,Valparíso,192.0,50360149,201,27359872,33,52,26435180,0,0,0,0,0.875,54.32841749534935,0.2708333333333333,137683.22916666666,0.0,0.0,0.0
2022-06-01,desconocido,5023.0,1831414655,3891,433141451,268,1006,400272884,0,0,1649,33975939,0.7212821023292852,23.650648956939794,0.2002787178976707,79688.01194505276,0.0,0.32828986661357756,6764.073063906032
2022-06-01,Ñuble,249.0,23949683,194,16731812,2,44,13746944,0,0,14,267814,0.7710843373493976,69.86235266663029,0.17670682730923695,55208.610441767065,0.0,0.05622489959839357,1075.558232931727
2022-07-01,Antofagasta,7390.0,1007080273,6917,523334792,1002,1304,491405281,3,218650,2720,57495807,0.800405953991881,51.96554892700197,0.17645466847090663,66495.97848443843,0.044494841316123336,0.3680649526387009,7780.217456021651
2022-07-01,Araucania,382.0,266171642,190,23158408,8,71,17469799,1,35384,111,1828122,0.47643979057591623,8.700554208550887,0.18586387434554974,45732.458115183246,0.20254383006925264,0.2905759162303665,4785.659685863874
2022-07-01,Araucanía,7718.0,1266849957,6525,572702814,728,1825,533839076,16,6299439,2816,47220383,0.751101321585903,45.206838492239854,0.2364602228556621,69168.05856439492,1.1800258323540183,0.3648613630474216,6118.214952060119
2022-07-01,Arica y Parinacota,2331.0,278693620,1752,134482431,10,391,130237487,0,0,1155,7599078,0.7473187473187474,48.25457827129304,0.16773916773916775,55871.937794937796,0.0,0.4954954954954955,3260.007722007722
2022-07-01,Atacama,245.0,19980769,146,10655204,0,68,12330289,0,0,37,727802,0.5959183673469388,53.32729686229795,0.27755102040816326,50327.71020408163,0.0,0.1510204081632653,2970.6204081632654
2022-07-01,Aysén,179.0,12098685,180,5221536,55,32,5477140,0,0,0,0,0.6983240223463687,43.15788038121499,0.1787709497206704,30598.54748603352,0.0,0.0,0.0
2022-07-01,Bio Bio,365.0,22450526,290,13292573,0,91,13633039,0,0,2,20000,0.7945205479452054,59.20829204625318,0.2493150684931507,37350.79178082192,0.0,0.005479452054794521,54.794520547945204
2022-07-01,Bío Bío,14778.0,1442963007,12440,734723215,916,2854,717727038,2,382000,3117,30199592,0.7798078224387603,50.91767505027938,0.19312491541480578,48567.26471782379,0.05322357662106078,0.21092164027608606,2043.5506834483692
2022-07-01,Coquimbo,7324.0,2532322763,5383,663212576,306,1401,570611927,0,0,3018,69052170,0.693200436919716,26.189891181734797,0.19128891316220645,77909.87534134353,0.0,0.4120699071545603,9428.204533042053
2022-07-01,Los Lagos,7844.0,1017579161,6134,416796938,520,1516,457161931,6,6851928,1524,15442548,0.7157062723100459,40.95965738826682,0.19326874043855177,58281.73521162672,1.4987967141122256,0.1942886282508924,1968.7083120856705
2022-07-01,Los Ríos,1265.0,190773215,1049,93228932,68,313,97448151,0,0,30,1470922,0.775494071146245,48.86898404474653,0.24743083003952568,77034.11146245059,0.0,0.023715415019762844,1162.7841897233202
2022-07-01,Los Ríos Region,82.0,22588995,67,10169621,6,19,10467624,0,0,82,1141276,0.7439024390243902,45.0202454779418,0.23170731707317074,127653.9512195122,0.0,1.0,13918.0
2022-07-01,Los lagos,160.0,6561581,170,4870015,21,27,5089393,1,15000,2,133033,0.93125,74.22014602883054,0.16875,31808.70625,0.2947306289767758,0.0125,831.45625
2022-07-01,Magallanes y la Antártica Chilena,44.0,18318558,42,18317572,0,51,15740040,0,0,12,2496587,0.9545454545454546,99.99461748026238,1.1590909090909092,357728.1818181818,0.0,0.2727272727272727,56740.61363636364
2022-07-01,Maule,2412.0,174479649,2181,103836154,116,314,101469966,0,0,306,1350304,0.8561359867330016,59.51189986632768,0.13018242122719734,42068.80845771144,0.0,0.12686567164179105,559.8275290215589
2022-07-01,O'Higgins,2209.0,503590018,1688,225217682,123,429,119651958,0,0,1186,13361413,0.708465368945224,44.72242775868524,0.19420552286102308,54165.66681756451,0.0,0.5368945224083296,6048.625169760073
2022-07-01,RM,431.0,128978349,581,56097569,169,119,41225835,0,0,229,2120441,0.9559164733178654,43.49378747281065,0.27610208816705334,95651.58932714617,0.0,0.531322505800464,4919.816705336427
2022-07-01,Región Metropolitana,273929.0,58925802894,256260,28265282568,28163,66772,28359097482,126,90793455,112360,1446861968,0.8326865720679446,47.96758156837615,0.24375659386191312,103527.18216034082,0.32015636272497083,0.41017928003241716,5281.886795483501
2022-07-01,Región de Antofagasta,3449.0,675524851,2962,238095655,381,449,209111409,0,0,559,14158099,0.7483328501014787,35.246024575933774,0.13018266164105538,60629.57639895622,0.0,0.16207596404755,4104.986662800812
2022-07-01,Región de Arica y Parinacota,600.0,67513957,534,40105995,30,117,43474194,0,0,144,4178553,0.84,59.40400590058734,0.195,72456.99,0.0,0.24,6964.255
2022-07-01,Región de Atacama,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2022-07-01,Región de Coquimbo,3327.0,542444615,2765,168031311,458,630,171251017,1,1,705,7852165,0.6934174932371506,30.976676024334758,0.18935978358881875,51473.10399759543,5.839381380140942e-07,0.21190261496844004,2360.1337541328526
2022-07-01,Región de Tarapacá,3286.0,462912293,2887,236181893,290,657,247486356,1,0,423,6996017,0.7903225806451613,51.02087297560707,0.19993913572732805,75315.38527084602,0.0,0.12872793670115643,2129.037431527693
2022-07-01,Región de Valparaíso,10761.0,1383668778,10044,708333526,1449,2306,683546825,2,256000,4338,28686440,0.7987175913019237,51.19241954883512,0.2142923520118948,63520.753182789704,0.03745171371398002,0.40312238639531645,2665.778273394666
2022-07-01,Región de la Araucanía,1062.0,237293436,957,91321956,147,222,87407058,0,0,407,9351206,0.7627118644067796,38.4848218051847,0.20903954802259886,82304.197740113,0.0,0.3832391713747646,8805.278719397364
2022-07-01,Región de los Lagos,1425.0,153345200,1203,89474888,109,263,83604543,1,349592,354,1908799,0.767719298245614,58.3486721462426,0.18456140350877193,58669.854736842106,0.41814952567828756,0.24842105263157896,1339.5080701754387
2022-07-01,Región de los Ríos,91.0,8179263,87,6111766,8,30,4438633,0,0,0,0,0.8681318681318682,74.72269812084537,0.32967032967032966,48776.18681318681,0.0,0.0,0.0
2022-07-01,Región del Bío Bío,5769.0,587666650,4921,309306363,426,1022,286977223,0,0,1596,20241374,0.7791644999133298,52.63296173094049,0.17715375281677934,49744.708441671,0.0,0.2766510660426417,3508.6451724735657
2022-07-01,Región del Libertador General Bernardo O’Higgins,996.0,92433479,894,53083573,103,165,49686062,0,0,180,1285492,0.7941767068273092,57.428946280383975,0.16566265060240964,49885.604417670686,0.0,0.18072289156626506,1290.6546184738957
2022-07-01,Región del Maule,610.0,44780746,570,27118683,77,52,27551125,2,4714740,3,466955,0.8081967213114755,60.558801320549684,0.08524590163934426,45165.77868852459,17.112695035139218,0.004918032786885246,765.5
2022-07-01,Santiago Metropolitan Region,2792.0,1717733399,1930,263203221,136,526,298332736,0,0,1429,107492148,0.6425501432664756,15.322704975826113,0.18839541547277938,106852.69914040115,0.0,0.5118194842406877,38500.05300859599
2022-07-01,Tarapacá,4864.0,988004770,4540,390784602,468,1238,367774881,0,0,843,18244774,0.837171052631579,39.552906409551035,0.2545230263157895,75611.61204769737,0.0,0.17331414473684212,3750.9814967105262
2022-07-01,Valparaiso Region,1342.0,866103790,979,118970357,81,239,104827043,0,0,108,1664651,0.669150521609538,13.73627022230211,0.1780923994038748,78112.55067064083,0.0,0.08047690014903129,1240.4254843517137
2022-07-01,Valparaíso,33876.0,6653643622,29100,2826154935,2812,8850,2891721106,29,2604093,9892,178861236,0.7760066123509269,42.47529767983717,0.26124690046050303,85361.94078403589,0.09005339396654803,0.2920061400401464,5279.88062345023
2022-07-01,Valparíso,192.0,50914664,191,29480355,31,55,25569539,0,0,3,133398,0.8333333333333334,57.90150161847283,0.2864583333333333,133174.68229166666,0.0,0.015625,694.78125
2022-07-01,desconocido,5029.0,1885029104,4025,479366016,327,1070,443920263,1,1440,1231,12525942,0.7353350566713064,25.430165241629076,0.2127659574468085,88272.07456750845,0.0003243825794904073,0.2447802744084311,2490.7420958441044
2022-07-01,Ñuble,256.0,23155310,164,13394824,3,44,13554300,0,0,15,500426,0.62890625,57.847742051391236,0.171875,52946.484375,0.0,0.05859375,1954.7890625
